DateofSale,Address,PostalCode,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,lat,lng,address_types,formatted_address,transformed_address,YearMonth
2013-07-31,"Gorteen Clareen, Gorteen Upper, Ballymahon",,13,30000.0,0,0,1,,53.5643632,-7.764596399999999,57,"Ballymahon, Co. Longford, Ireland",412,201307
2012-06-09,"13 Homelawn Drive, Tallaght",,5,111000.0,0,0,1,,53.2843958,-6.350266899999999,64,"13 Homelawn Dr, Oldbawn, Dublin 24, D24 AVX2, Ireland",4153,201206
2020-10-30,"6 Rosanna Close, Rosanna Road",,21,187500.0,1,1,0,,-37.746898,145.0713798,63,"Rosanna Rd, Melbourne VIC 3084, Australia",5965,202010
2015-07-27,"APT 33C DOUGHISKA, DOUGHISKA, GALWAY",,6,13300.0,0,0,1,,53.2894151,-8.986120999999999,64,"33 An Sean Bhaile, Doughiska Rd, Galway, H91 F86P, Ireland",1305,201507
2015-07-21,"33 ST JAMES AVE, DUBLIN 3, DUBLIN",Dublin 3,5,300000.0,0,0,1,,53.34204829999999,-6.289962399999999,64,"3 St James Ave, Saint Catherine's, Dublin 8, D08 F9F2, Ireland",6665,201507
2019-06-06,"1 HIGHFIELD COURT, ATHLONE, WESTMEATH",,23,275000.0,0,0,1,,53.4326882,-7.931736099999999,64,"1 Highfield Ct, Cloghanboy, Athlone, Co. Westmeath, N37 RH31, Ireland",4059,201906
2020-12-15,"INCHINAHOURY, LISSACREASIG, MACROOM",,3,270000.0,0,0,1,,51.9129306,-9.075150500000001,58,"Inchinahoury, Killeens, Co. Cork, Ireland",638,202012
2016-10-20,"61 CRATLOE WOOD VILLAGE, OLD CRATLOE RD, LIMERICK CITY",,12,65000.0,0,0,1,,52.6794033,-8.6593807,37,"Old Cratloe Road, Limerick, V94 EYC1, Ireland",2953,201610
2018-07-11,"1 HOLYWELL DR, GORSE HILL, FELTRIM",Dublin 14,5,210000.0,0,0,1,,53.27600899999999,-3.225103,57,"Holywell, UK",954,201807
2020-10-29,"ELLAWOOD, WHITSHED RD, GREYSTONES",,25,100000.0,0,0,1,,53.1412262,-6.0669736,63,"Whitshed Rd, Killincarrig, Greystones, Co. Wicklow, Ireland",5947,202010
2014-04-11,"CANDROMA, KILNAMARTYRA, MACROOM",,3,280000.0,0,0,1,,51.90026,-9.08222,57,"Caherkereen, Kilnamartyra, Co. Cork, Ireland",655,201404
2015-05-10,"4 NANIKIN AVE, RAHENY, DUBLIN 5",Dublin 5,5,370000.0,0,0,1,,53.37671659999999,-6.1825078,64,"4 Nanikin Ave, Clontarf East, Dublin 5, D05 XK27, Ireland",5253,201505
2011-12-04,"3 Chestnut Court, Collinswood, Collins Avenue",Dublin 9,5,257000.0,0,0,1,,53.3787282,-6.2315159,63,"Collins Ave, Dublin, Ireland",1500,201112
2020-12-14,"15 ARDREW FIELDS, DUN BRINN, ATHY",,8,137000.0,0,0,1,,52.98370509999999,-6.9885661,64,"15 Ardrew Fields, Dún Brinn, Athy, Co. Kildare, R14 F290, Ireland",1404,202012
2012-12-21,"61 Dartmouth Square, Ranelagh",,5,1000000.0,0,0,1,,53.329766,-6.2553055,64,"61 Dartmouth Square S., Ranelagh, Dublin 6, D06 CD50, Ireland",3091,201212
2018-07-11,"TEACH MHUIRE, DRUMNEILL, CARRICKMACROSS",,17,270000.0,0,0,1,,53.9824089,-6.714247899999999,62,"Teach Mhuire, Patrician Dr, Cloghvally Upper, Carrickmacross, Co. Monaghan, Ireland",5025,201807
2014-12-23,"87 DUN ARAS, BISHOP O'DONNELL ROAD, GALWAY",,6,100000.0,0,0,1,,53.2719596,-9.0851284,44,"Bishop O'Donnell Rd, Gleann Dara, Galway, H91 VY15, Ireland",5336,201412
2011-06-24,"52 Glanntan, Golf Links Road, Castletroy",,12,185000.0,0,0,1,,52.6553778,-8.5617892,64,"52 Glantán, An Chill Bhán, Co. Contae Luimnigh, Ireland",3663,201106
2012-12-20,"83 Carraig Cluain, Collins Lane, Tullamore",,18,124995.0,0,0,1,,53.2867308,-7.505286799999999,64,"83 Carraig Cluain, Puttaghan, Tullamore, Co. Offaly, R35 D1W8, Ireland",2172,201212
2016-12-20,"12 CAMDEN WHARF, CARROLLS  QUAY, CORK",,3,150000.0,0,0,1,,51.9010621,-8.4727891,64,"12 Camden Quay, Shandon, Cork, Ireland",2114,201612
2016-05-16,"D MILLIGAN COURT, CONNAUGHTON RD, SLIGO",,20,15106.0,0,0,1,,54.273701,-8.472379,37,"Connaughton Rd, Rathquarter, Sligo, Ireland",5987,201605
2020-10-28,"ABINGTON, MURROE, COUNTY LIMERICK",,12,120000.0,0,1,0,,52.6492908,-8.403463499999999,58,"Murroe, Lodge, Co. Limerick, Ireland",712,202010
2011-10-08,"51 Galtymore Close, Drimnagh",,5,200000.0,0,0,1,,53.3318366,-6.322862499999999,64,"51 Galtymore Cl, Drimnagh, Dublin 12, D12 PW61, Ireland",3618,201110
2016-01-03,"12 GLEANN EOIRNA, COIS CUAIN, SALTHILL",,6,250000.0,0,0,1,,53.2652018,-9.0673333,63,"Cois Cuain, Galway, Ireland",3023,201601
2013-03-22,"Apartment 33, Milltown Grove, Milltown",,5,300000.0,0,0,1,,53.3016544,-6.2616555,64,"33 Milltown Grove, Rathmines Little, Dublin, Ireland",5070,201303
2018-04-10,"NEW ROAD, BELLURGAN, DUNDALK",,14,150000.0,0,0,1,,54.02129,-6.33803,63,"New Rd, Bellurgan, Co. Louth, Ireland",5861,201804
2017-06-20,"25 EATON WOOD AVE, SHANKILL, DUBLIN",Dublin 18,5,436000.0,0,0,1,,53.2338015,-6.1189263,64,"25 Eaton Wood Ave, Shankill, Dublin 18, D18 T3K5, Ireland",3324,201706
2011-11-25,"no 7 Briar Wood, Vevay Road, Bray",,25,425000.0,1,0,1,,53.1934924,-6.1063449,63,"Vevay Rd, Bray, Co. Wicklow, Ireland",5866,201111
2016-12-22,"APT 2B, RATHBORNE DR, EARLSWOOD DUBLIN 15",Dublin 15,5,122500.0,0,0,1,,53.37715559999999,-6.3250452,64,"2 Court View, Rathborne Dr, Ashtown, Dublin, D15 A251, Ireland",2930,201612
2021-06-22,"8 IRWIN COURT, KILMAINHAM, DUBLIN 8",Dublin 8,5,420000.0,0,0,1,,53.3427795,-6.2978166,64,"8 Irwin Ct, Kilmainham, Dublin, D08 K7E5, Ireland",4290,202106
2017-12-13,"20 THE WEIR, LEIGHLIN RD WALSH LANE, GRAIGUECULLEN",,0,65000.0,0,0,1,,52.8350821,-6.938905699999999,62,"The Weirs, Leighlin Road, Graiguecullen, Carlow, Ireland",7497,201712
2020-07-23,"MILMER, TAY RD, BALLYLEARY",,3,330000.0,0,0,1,,51.8634195,-8.3130566,63,"Tay Rd, Ballyleary, Co. Cork, Ireland",5857,202007
2017-11-12,"9 MILL STREET, DUNDALK, COUNTY LOUTH",,14,120000.0,0,0,1,,54.00627550000001,-6.3934133,64,"9 Mill St, Townparks, Dundalk, Co. Louth, A91 R2N8, Ireland",5045,201711
2013-05-17,"11 The Grove, Huntsfield, Dooradoyle",,12,147500.0,0,0,1,,52.6315982,-8.6391331,64,"11 The Grove, Dooradoyle, Co. Limerick, V94 E29X, Ireland",7070,201305
2021-08-12,"70 BALLYFERMOT AVE, BALLYFERMOT, DUBLIN 10",Dublin 10,5,236000.0,0,0,1,,53.3397838,-6.3504557,64,"70 Ballyfermot Ave, Kylemore, Dublin 10, D10 P623, Ireland",1557,202108
2014-05-19,"APT 303 STEPHENS HALL, EARLSFORT CENTRE, LR LEESON ST",Dublin 2,5,128000.0,0,0,1,,53.3344588,-6.2574849,65,"Earlsfort Centre, Earlsfort Terrace, Saint Kevin's, Dublin 2, Ireland",2342,201405
2017-04-13,"101 ARDOYNE HOUSE, BALLSBRIDGE, DUBLIN 4",Dublin 4,5,875000.0,0,0,1,,53.327532,-6.2385031,62,"Apartment 54, Ardoyne House, Pembroke Park, Ballsbridge, Dublin 4, Ireland",1128,201704
2021-02-20,"19 The Park, Ledwill Park, Kilcock",,8,299560.0,0,1,0,,53.3947215,-6.6655559,63,"Ledwill Park, Branganstown, Co. Kildare, Ireland",5501,202102
2013-06-14,"Gortmore, Roscahill, Oughterard",,6,35750.0,1,0,1,,53.42854810000001,-9.3189472,57,"Fough West, Oughterard, Co. Galway, Ireland",7530,201306
2014-05-12,"14 OAKLEY PARK, TULLOW RD, CARLOW",,0,147500.0,0,0,1,,52.8343454,-6.915430000000001,64,"14 Tullow Rd, Oakley Park, Carlow, R93 C1P8, Ireland",7301,201405
2020-04-12,"ST MARY'S BUNGALOW, BLUEBELL AVENUE, BLUEBELL",,5,220000.0,0,0,1,,53.3309027,-6.3456461,63,"Bluebell Ave, Dublin, Ireland",1500,202004
2020-06-11,"BOYOUGHTER, DOOCHARY, DONEGAL",,4,70000.0,0,0,1,,54.8665932,-8.2987643,58,"Boyoughter, Mollyroe, Co. Donegal, Ireland",749,202006
2017-01-11,"No 2 Cluain na Greine, Cloneygowan",,18,167401.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.1847495,-7.2760129,64,"2 Cluain Na Greine, Clonygowan, Cloneygowan, Co. Offaly, R35 EN29, Ireland",2613,201701
2021-04-30,"MOONACORA HOUSE, RAHEEN, PILTOWN",,9,360000.0,0,0,1,,52.3506545,-7.3249945,57,"Banagher, Piltown, Co. Kilkenny, Ireland",803,202104
2014-04-07,"30 Oaklawn, Leixlip",,8,300000.0,0,0,1,,53.36668210000001,-6.5047824,64,"30 Oaklawn, Leixlip, Co. Kildare, W23 V9V6, Ireland",5383,201404
2020-06-26,"DOON ROAD, DRUMINEENAGUN, BROADFORD",,2,67500.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,202006
2016-12-16,"22 PROSPECT HILL, FINGLAS RD, DUBLIN 11",Dublin 11,5,181000.0,0,0,1,,53.3804835,-6.2906336,62,"Prospect Hill, Finglas Rd, Finglas, Dublin 11, Ireland",4074,201612
2021-07-26,"2 PARKVIEW DEERPARK, VIRGINIA, DEERPARK",,1,240000.0,0,0,1,,53.8324298,-7.1070799,58,"Deerpark, Co. Cavan, Ireland",398,202107
2020-10-12,"THE WHITE HOUSE, PROBY SQUARE, BLACKROCK",,5,850000.0,0,0,1,,53.29216270000001,-6.1780206,62,"The White House, Proby Square, Rockfield, Blackrock, Co. Dublin, Ireland",7567,202010
2014-06-26,"5 SHANAGARRY HOLIDAY VILLAGE, SHANAGARRY, CORK",,3,70000.0,0,0,1,,51.8562301,-8.0315195,64,"5 Shanagarry Holiday Village, Shanagarry North, Shanagarry, Co. Cork, P25 N803, Ireland",6387,201406
2016-12-20,"Apartment 87, Hampton Wood Avenue, Hampton Wood  Finglas",,5,148000.0,1,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.4053272,-6.2868629,64,"87 Hampton Wood Ave, Ballymun, Dublin, Ireland",3952,201612
2019-02-13,"139 Ciamaltha Meadows, Ciamaltha Road, Nenagh",,21,185022.03,0,1,0,,52.8578423,-8.2064756,64,"139 Ciamaltha Meadows, Knockanpierce, Nenagh, Co. Tipperary, Ireland",2455,201902
2021-02-06,"19 The Green, Mullen Park, Maynooth",,8,365638.77,0,1,0,,53.36999460000001,-6.594256199999999,64,"19 The Green, Greenfield, Maynooth, Co. Kildare, Ireland",7061,202102
2015-12-02,"168 COLLINSWOOD, COLLINS AVE, DUBLIN 9",Dublin 9,5,392000.0,0,0,1,,53.3818924,-6.2318311,64,"168 Collinswood, Collins Ave, Beaumont, Dublin 9, D09 X6K1, Ireland",2734,201512
2013-04-15,"Apartment 75, Cherbury Court, Booterstown",,5,225000.0,0,0,1,,53.3009028,-6.1987383,64,"75 Cherbury Ct, Merrion, Dublin, Ireland",2380,201304
2010-09-27,"7 Moneymore, Drogheda",,14,100000.0,0,0,1,,53.7252085,-6.3553847,64,"7 Moneymore, Drogheda, Co. Louth, A92 K8KE, Ireland",5089,201009
2015-03-06,"MILL RD, KANTURK, CORK",,3,25000.0,0,0,1,,52.17725489999999,-8.9051669,57,"Kanturk, Co. Cork, Ireland",400,201503
2015-07-15,"Scartlea, Muckross, Killarney",,7,300000.0,0,0,1,,52.05993530000001,-9.5044265,57,"Killarney, Co. Kerry, Ireland",405,201507
2016-06-30,"TRIM RD, KINNEGAD, WESTMEATH",,23,40000.0,1,0,1,,53.4543155,-7.0920089,63,"Trim Rd, Kinnegad, Co. Westmeath, Ireland",5951,201606
2016-08-31,"2A MEADOW VIEW, SARSFIELD RD, BALLYFERMOT DUBLIN 10",Dublin 10,5,85000.0,0,0,1,,53.3425343,-6.3298038,65,"2 Meadow View, Kilmainham, Ballyfermot, Co. Dublin, D10 PY66, Ireland",4972,201608
2016-12-21,"9 Coill Dubh Court, Malahide",,5,484581.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.4378964,-6.149339899999999,64,"9 Coill Dubh Ct, Sainthelens, Malahide, Co. Dublin, K36 E799, Ireland",2659,201612
2015-03-24,"1 MEADOW DR, THE MEADOWS, HOLLYHILL",,3,70000.0,0,0,1,,51.9104168,-8.5051752,64,"1 Meadow Dr, Garranabraher, Hollyhill, Co. Cork, T23 W66E, Ireland",4961,201503
2017-10-18,"47 O MOLLOY STREET, TULLAMORE, COUNTY OFFALY",,18,86000.0,0,0,1,,53.2747513,-7.500622399999999,64,"47 O'Molloy St, Kilcruttin, Tullamore, Co. Offaly, R35 HV06, Ireland",5342,201710
2010-07-30,"29 Rockfield Park, <Aynooth",,8,342000.0,0,0,1,,53.3729427,-6.5823744,64,"29 Rockfield Park, Railpark, Maynooth, Co. Kildare, W23 N2F4, Ireland",6162,201007
2011-06-15,"Laraghmore, Ballyglunin, Tuam",,6,74000.0,0,0,1,,53.38985830000001,-8.8014873,58,"Laragh More, Bellville, Co. Galway, Ireland",5112,201106
2020-06-25,"3 COLLEGE COURT, PORTLAOISE, CO LAOIS",,10,107000.0,0,0,1,,53.0342275,-7.3117926,44,"College court, Knockmay, Portlaoise, Co. Laois, Ireland",7759,202006
2013-11-15,"41 Butterstream Manor, Trim",,16,142000.0,0,1,0,greater than 125 sq metres,53.5617023,-6.7994487,64,"41 Butterstream Manor, Trim, Co. Meath, C15 RK2Y, Ireland",2068,201311
2017-11-27,"ST MARTINS, GALBOOLA, LITTLETON",,21,75750.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201711
2019-05-31,"1 THE INNINGS, CATHMINES, DUBLIN 6",Dublin 6,5,375000.0,0,0,1,,53.3255943,-6.2635434,62,"The Innings, 29 Observatory Ln, Rathmines, Dublin 6, D06 V0P0, Ireland",4277,201905
2020-02-13,"2096 HIGHFIELD EST, NEWBRIDGE, KILDARE",,8,200000.0,0,0,1,,53.1780821,-6.8088468,64,"2096 Highfield Estate, Kilbelin, Newbridge, Co. Kildare, W12 AX66, Ireland",4060,202002
2013-03-04,"ballyforan, taghboy",,19,18000.0,0,0,1,,53.4700864,-8.270057999999999,57,"Ballyforan, Co. Roscommon, Ireland",418,201303
2018-08-31,"21 quay west, cootehall",,19,27333.0,0,1,0,greater than or equal to 125 sq metres,53.99152420000001,-8.1555652,64,"21 Quay W, Cooladye, Cootehall, Co. Roscommon, F52 P300, Ireland",5750,201808
2020-07-21,"LUNNIAGH, DERRYBEG, DONEGAL",,4,126200.0,0,0,1,,55.0947452,-8.3045961,58,"Lunniagh, Co. Donegal, Ireland",402,202007
2014-11-27,"2 ST BRIDGETS TERRACE, OULSTER LANE, DROGHEDA",,14,79000.0,0,0,1,,53.7187241,-6.344920699999999,62,"Saint Brigid's Terrace, Scarlet St, Lagavooren, Drogheda, Co. Louth, Ireland",1993,201411
2015-08-26,"18 RADHARC NA MARA, DOWNINGS, LETTERKENNY",,4,67500.0,0,0,1,,55.1927786,-7.823055099999999,64,"18 Seaview, Co. Donegal, Ireland",6367,201508
2016-12-21,"59 GLENVILLE DR, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,5,264500.0,0,0,1,,53.3828943,-6.391731,64,"59 Glenville Dr, Clonsilla, Dublin, D15 DE6P, Ireland",3770,201612
2016-12-08,"NO.3 - BREWERY BUILDING, MARKET LANE, WESTPORT",,15,493250.0,0,0,1,,53.7993466,-9.521654999999999,62,"Brewery Buildings, Bridge St, Market Ln, Cahernamart, Westport, Co. Mayo, Ireland",2042,201612
2018-12-21,"33 Kilheale Drive, Kilheale Manor, Kill",,8,239345.0,1,1,0,,53.2444056,-6.588554500000001,64,"33 Kilheale Dr, Co. Kildare, Ireland",4373,201812
2012-11-15,"28 Dun na Mara, Doonbeg",,2,47577.0,0,1,0,greater than 125 sq metres,52.7313285,-9.5315842,64,"28 Dun Na Mara, Doonbeg, Kilrush, Co. Clare, V15 XF54, Ireland",3254,201211
2017-09-28,"135 SILVERSPRINGS LAWN, TIVOLI, CORK",,3,230000.0,0,0,1,,51.9095293,-8.4247505,64,"135 Silversprings Lawn, Mayfield, Cork, T23 Y1T0, Ireland",6444,201709
2021-03-19,"21 The Avenue, Carrickmines Manor, Glenamuck Road",Dublin 18,5,466960.0,0,1,0,,53.2485067,-6.1812241,44,"Glenamuck Rd, Dublin, Co. Dublin, 18, Ireland",5918,202103
2019-06-24,"2 NEWTOWN, CARADOAN, RATHMULLEN",,4,220000.0,0,0,1,,55.1324249,-7.5553836,58,"Newtown Carradoan, Woodbrook, Co. Donegal, Ireland",2168,201906
2014-02-21,"144 ASHFIELD, MULLINGAR, WESTMEATH",,23,75000.0,0,0,1,,53.5311675,-7.356155500000001,64,"144 Ashfield, Commons, Mullingar, Co. Westmeath, N91 R7N2, Ireland",1431,201402
2017-07-25,"65 ST ALBANS RD, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,5,687500.0,0,0,1,,53.3321964,-6.2780169,64,"65 St Alban's Rd, Saint Catherine's, Dublin, D08 X2V6, Ireland",6610,201707
2015-01-28,"187 South Central, Rockbrook, Sandyford",Dublin 18,5,252313.0,0,0,1,,53.2792588,-6.2133238,62,"Rockbrook, Carmanhall Rd, Sandyford Business Park, Sandyford, Dublin 18, Ireland",340,201501
2013-01-05,"65 Ardkill Place, Ballinagh",,1,64317.18,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.92499129999999,-7.414950099999999,64,"65 Ardkill Pl, Garrymore, Ballinagh, Co. Cavan, H12 E048, Ireland",1392,201301
2021-03-24,"20 MAYFIELD GROVE, ATHLONE, CO WESTMEATH",,23,270000.0,0,0,1,,53.4328429,-7.918856700000001,64,"20 Mayfield Grove, Cloghanboy (Cooke), Athlone, Co. Westmeath, N37 TP84, Ireland",4936,202103
2020-08-14,"108 THE CRANNEG, ROCHESTOWN AVE, DUN LAOGHAIRE",,5,285000.0,0,0,1,,53.2738311,-6.147989,63,"Rochestown Ave, Dublin, Ireland",1500,202008
2012-11-16,"14 Elsinore Heights, Midleton",,3,166000.0,0,0,1,,51.92569400000001,-8.1815921,64,"14 Elsinore Heights, Broomfield West, Midleton, Co. Cork, P25 Y895, Ireland",3396,201211
2014-11-26,"CAROLINA, BUNCRANA, CO. DONEGAL",,4,190000.0,0,0,1,,55.1365797,-7.4560128,57,"Buncrana, Co. Donegal, Ireland",402,201411
2010-07-21,"43 Killeagh Gardens, Killeagh, Co Cork",,3,171806.16,0,1,0,greater than 125 sq metres,51.940786,-7.996365799999999,64,"43 Killeagh Gardens, Killeagh, Co. Cork, P36 A781, Ireland",4384,201007
2021-04-10,"CARRIGMORE, CONNA, MALLOW",,3,70000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,202104
2011-08-23,"2 Tamarisk Park, Kilmananagh",,5,241000.0,0,0,1,,53.30286510000001,-6.3599817,64,"2 Tamarisk Park, Kilnamanagh, Dublin 24, D24 K22P, Ireland",6857,201108
2015-09-23,"2 CLONSILLA PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,5,490000.0,0,0,1,,53.3860567,-6.3831041,64,"Carisbrook, 15 Clonsilla Park, Blanchardstown, Dublin 15, D15 YD8Y, Ireland",49,201509
2019-03-22,"THUIS, UPPER FEREFAD, LONGFORD",,13,406250.0,0,0,1,,53.7276296,-7.7932573,57,"Longford, Ireland",603,201903
2017-06-10,"12 The Rise, St. Marnock's Bay, Station Road",,5,290010.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.4176873,-6.1490404,44,"Portmarnock, Co. Dublin, Ireland",403,201706
2021-09-27,"19 ST JOHNS ST BLACKPITTS, DUBLIN 8, DUBLIN",Dublin 15,5,413000.0,0,0,1,,53.3351353,-6.2765566,64,"19 St John's St, Dublin 8, D08 C9F3, Ireland",6674,202109
2015-02-18,"APT 7, 45 47 JAMESS ST, DUBLIN 8",Dublin 8,5,118500.0,0,0,1,,53.3434334,-6.2881696,65,"7, 45 James St, Saint James' (part of Phoenix Park), Dublin, Ireland",132,201502
2018-11-09,"48 THE COURT, DUNBOYNE CASTLE, DUNBOYNE",,16,203000.0,0,0,1,,53.4149046,-6.4790695,64,"48 The Ct, Castlefarm, Dunboyne, Co. Meath, Ireland",7002,201811
2016-01-19,"207 GROTTO VIEW, ATHLONE, CO WESTMEATH",,23,61000.0,0,0,1,,53.4239331,-7.940689799999999,57,"Athlone, Co. Westmeath, Ireland",422,201601
2012-06-12,"62 Beech Drive, Greenfields, Old Tramore Road",,22,97500.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,52.2351448,-7.118913000000001,64,"62 Beech Dr, Waterford, Co. Waterford, X91 R3PX, Ireland",1674,201206
2020-12-17,"21 Rye Grove, Millerstown, Maynooth Road",,16,308370.04,0,1,0,,53.397875,-6.6595337,63,"Rye Grv, Newtownmoyaghy, Co. Meath, Ireland",3916,202012
2016-10-05,"22 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin 16,5,270000.0,0,0,1,,53.2843692,-6.2967108,64,"22 Owendoher Lodge, Ballyboden, Dublin, Ireland",5472,201610
2021-06-14,"3 Ard na hAbhann, Newtown Road",,24,325110.13,0,1,0,,52.822473642491516,-7.744852870130693,0,,0,202106
2015-07-24,"7 Schull Holiday Cottages, Schull, Cork",,3,260000.0,0,0,1,,51.5184012,-9.547260099999999,62,"Schull Holiday Cottages, Barrys Rd, Skull, Schull, Co. Cork, Ireland",4117,201507
2019-05-29,"83 GURRANEBRAHER AVE, CATHEDRAL RD, CORK",,3,145000.0,0,0,1,,51.90558919999999,-8.4902641,64,"83 Gurranebraher Rd, Gurranabraher, Cork, T23 TK68, Ireland",3920,201905
2012-12-19,"44 Avondale Drive, Athy",,8,100000.0,0,0,1,,52.9853733,-6.991539299999999,64,"44 Avondale Dr, Bleach, Athy, Co. Kildare, R14 XK03, Ireland",1520,201212
2019-01-03,"HILL VIEW, GLENLEE, KILLYBEGS",,4,165000.0,0,0,1,,54.6347625,-8.4547084,57,"Killybegs, Co. Donegal, Ireland",402,201901
2018-11-13,"12 CASTLEGRANGE AVE, CASTAHEANY, CLONEE DUBLIN 15",Dublin 15,5,314000.0,0,0,1,,53.3995977,-6.430485399999999,64,"12 Castlegrange Ave, Castaheany, Clonee, Co. Dublin, D15 TD5Y, Ireland",2277,201811
2019-12-04,"43 WILFIELD RD, SANDYMOUNT, DUBLIN 4",Dublin 4,5,505000.0,0,0,1,,53.3262854,-6.2177105,64,"43 Wilfield Rd, Ballsbridge, Dublin 4, D04 NT65, Ireland",7600,201912
2010-05-08,"Wardley, New Road, Greystones",,25,865000.0,0,0,1,,53.15241469999999,-6.074821000000001,62,"Wardley, New Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",775,201005
2021-07-14,"GLASHEEN, ROCKCHAPEL, MALLOW",,3,45000.0,0,0,1,,33.760061,-84.08013799999999,45,"1130 Rock Chapel Rd, Lithonia, GA 30058, USA",6149,202107
2015-08-20,"12 Radharc NaCoille, Drumkeen, Ballybofey",,4,117000.0,0,0,1,,54.8699332,-7.750603699999999,64,"12 Radharc Na Coille, Drumkeen, Ballybofey, Co. Donegal, F93 CP82, Ireland",5762,201508
2014-11-24,"10 ELM PARK, KILDARE",,8,187500.0,0,0,1,,53.16105659999999,-6.9098817,64,"10 Elm Park, Kildare, R51 WD52, Ireland",3378,201411
2013-08-30,"Cottage at Slievemore, Dooagh, Achill",,15,55000.0,0,0,1,,53.9749643,-10.1266688,57,"Slievemore, Dooagh, Co. Mayo, Ireland",490,201308
2018-04-10,"25 FOREST WALK, BRIDGETOWN, CASTLEMARTYR",,3,165000.0,0,0,1,,51.9091586,-8.052246499999999,64,"25 Forest Walk, Bridgetown, Co. Cork, P25 F433, Ireland",3563,201804
2020-02-12,"6 HILLCREST, WESTPORT, MAYO",,15,290000.0,0,0,1,,53.7974031,-9.522978799999999,62,"Hillcrest, High St, Cahernamart, Westport, Co. Mayo, Ireland",593,202002
2014-09-29,"41 HOLLYWOOD DR, GOATSTOWN RD, GOATSTOWN",Dublin 14,5,542000.0,0,0,1,,53.2950855,-6.2298122,64,"41 Hollywood Dr, Mountanville, Dublin 14, D14 HC85, Ireland",4130,201409
2019-02-10,"APARTMENT, 80 MAIN STREET, MIDLETON",,3,50000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201902
2010-10-03,"26 Claremont Drive, Glasnevin, Dublin 11",,5,325000.0,0,0,1,,53.3832568,-6.2780214,64,"26 Claremont Dr, Glasnevin, Dublin 11, D11 Y667, Ireland",2483,201010
2019-04-30,"66 MARLAY VIEW, BALLINTEER, DUBLIN 16",Dublin 16,5,260000.0,0,0,1,,53.2798603,-6.278982,61,"Haroldsgrange, Dublin 16, Ireland",513,201904
2013-12-06,"47 Convent Lawn, Ballyfermot",Dublin 10,5,52525.0,1,0,1,,53.3451126,-6.3482764,64,"47 Convent Lawns, Chapelizod, Dublin 10, D10 XF57, Ireland",2775,201312
2020-02-24,"38 WOODBERRY, GREENFIELDS, BALLINCOLLIG",,3,485000.0,0,0,1,,51.8815805,-8.6132387,64,"38 Woodberry, Greenfield, Ballincollig, Co. Cork, P31 AV84, Ireland",7675,202002
2018-09-19,"CROUGHCRONEEN, LIXNAW, KERRY",,7,140000.0,0,0,1,,52.4064615,-9.6181275,57,"Monument, Lixnaw, Co. Kerry, Ireland",710,201809
2011-04-20,"20 College Court, Waterford City",,22,165000.0,0,0,1,,52.2520679,-7.107757200000001,64,"20 College Ct, Ballytruckle, Waterford, X91 E8CK, Ireland",2694,201104
2010-07-04,"29 Ard na Carraig, Lis na Dara, Dundalk",,14,243500.0,0,1,0,less than 38 sq metres,54.0032594,-6.4225784,64,"29 Ard Na Carraig, Lis Na Dara, Carrickmacross Road, Dundalk, Co. Louth, A91 H2KC, Ireland",1367,201007
2014-03-03,"47 The Woods, Cahirdown, Listowel",,7,66079.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,52.4495248,-9.4642654,63,"Cahirdown Cl, Co. Kerry, Ireland",2466,201403
2015-10-23,"3 PHILIP ONEIL PLACE, COBH, CORK",,3,98000.0,0,0,1,,51.8554955,-8.2808402,63,"o'Neill's Pl, Ballywilliam, Cobh, Co. Cork, Ireland",5650,201510
2015-04-28,"3 CHURCH ST, TUBBERCURRY, SLIGO",,20,35000.0,0,0,1,,54.0552258,-8.7298236,57,"Tobercurry, Co. Sligo, Ireland",419,201504
2021-10-11,"51 MARLFIELD PLACE, KILTIPPER RD, TALLAGHT DUBLIN 24",Dublin 24,5,346000.0,0,0,1,,53.2700101,-6.3670556,64,"24 Kiltipper Rd, Bohernabreena, Dublin, Ireland",4416,202110
2019-06-12,"3 MAYFIELD DR, HAGGARDSTOWN, DUNDALK",,14,117373.0,0,0,1,,53.9637835,-6.391535699999999,62,"Mayfield Drive, Marlbog Rd, Haggardstown, Co. Louth, Ireland",3196,201906
