DateofSale,Address,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,formatted_address
2021-10-22,"APT 7 BLOCK 5, WOODFORD MEADOWS, BALLYCONNELL",Cavan,115000,No,No,Second-Hand Dwelling house /Apartment,"Doon, Ballyconnell, Co. Cavan, Ireland"
2015-9-15,"37 FAIRGREEN, DROMORE WEST, SLIGO",Sligo,50000,No,No,Second-Hand Dwelling house /Apartment,"37 Fair Green, Dromore, Dromore West, Co. Sligo, F26 E188, Ireland"
2010-8-2,"Curkeen Corner, Caragh, Naas",Kildare,165000,No,No,Second-Hand Dwelling house /Apartment,"Caragh Green, Naas West, Naas, Co. Kildare, Ireland"
2019-5-21,"27 ASHINGTON COURT, NAVAN ROAD, DUBLIN 7",Dublin,387000,No,No,Second-Hand Dwelling house /Apartment,"27 Ashington Ct, Ashington Mews, Ashtown, Dublin 7, D07 P5P8, Ireland"
2021-2-12,"2 CORNMILL, VAUXHALL ST, BALBRIGGAN",Dublin,135000,No,No,Second-Hand Dwelling house /Apartment,"Cornmill, Vauxhall St, Balbriggan, Co. Dublin, Ireland"
2016-7-9,"3 ERRIGAL VIEW, BALLAGHDERG, LETTERKENNY",Donegal,156000,No,No,Second-Hand Dwelling house /Apartment,"3 Errigal View, Knockybrin, Letterkenny, Co. Donegal, F92 Y04E, Ireland"
2021-7-5,"CASTLESHANAGHAN, LETTERKENNY, CO DONEGAL",Donegal,70000,No,No,Second-Hand Dwelling house /Apartment,"Ballymaleel, Letterkenny, Co. Donegal, Ireland"
2020-3-4,"58 RIVERVALE CRESCENT, DUNLEER, LOUTH",Louth,215000,No,No,Second-Hand Dwelling house /Apartment,"58 Rivervale Cres, Dunleer, Co. Louth, A92 V9Y1, Ireland"
2018-1-19,"NEW ROAD, RATHKEALE, CO LIMERICK",Limerick,330000,No,No,Second-Hand Dwelling house /Apartment,"Rathkeale, Co. Limerick, Ireland"
2015-12-5,"Logan Street, Thomastown",Kilkenny,20000,No,Yes,New Dwelling house /Apartment,"Logan's St, Thomastown, Co. Kilkenny, Ireland"
2012-11-26,"3 Corbally Vale, Citywest",Dublin,162000,No,No,Second-Hand Dwelling house /Apartment,"3 Corbally Vale, Gibbons, Dublin 24, D24 CCX9, Ireland"
2020-11-24,"SESKIN RD, LEIGHLINBRIDGE, CARLOW",Carlow,275000,No,No,Second-Hand Dwelling house /Apartment,"Seskin Rd, Co. Carlow, Ireland"
2020-6-15,"5 WHITETHORN WALK, LUSK VILLAGE, LUSK",Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,"5 Whitethorn Walk, Lusk Village, Lusk, Co. Dublin, K45 AE24, Ireland"
2020-3-23,"MILL LANE, GARRYHINCH, PORTARLINGTON",Offaly,235000,No,No,Second-Hand Dwelling house /Apartment,"Portarlington, Co. Laois, Ireland"
2017-1-18,"79 MERVUE LAWN, BALLYVOLANE, CORK",Cork,255000,No,No,Second-Hand Dwelling house /Apartment,"79 Mervue Lawn, Ballyvolane, Cork, T23 XDK2, Ireland"
2021-10-22,"174A CHERRYWOOD PARK, CLONDALKIN, DUBLIN 24",Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,"174a, 24 Cherrywood Park, Fairview, Dublin 22, D22 NY98, Ireland"
2018-5-3,"90 BLOOMFIELD PARK, BLOOMFIELD AVE, DONNYBROOK DUBLIN 4",Dublin,552500,No,No,Second-Hand Dwelling house /Apartment,"4 Bloomfield Park, Portobello, Dublin, D08 P2F6, Ireland"
2013-12-19,"31 Alandale Square, Courtbrack Avenue, South Circular Road",Limerick,73150,No,Yes,New Dwelling house /Apartment,"Courtbrack Ave, Limerick, Ireland"
2012-7-9,"No 1 Garden House Apartment, Court View, Roscommon",Roscommon,37500,No,No,Second-Hand Dwelling house /Apartment,"Court View, Ballypheasan, Roscommon, Ireland"
2013-7-5,"16 Seacrest, Bundoran",Donegal,52000,No,No,Second-Hand Dwelling house /Apartment,"16 Sea Crest, Magheracar, Bundoran, Co. Donegal, F94 X589, Ireland"
2014-8-19,"13 Rosse Court Heights, Balgaddy, Lucan",Dublin,71000,No,No,Second-Hand Dwelling house /Apartment,"13 Rosse court Terrace, Balgaddy, Lucan, Co. Dublin, K78 VE08, Ireland"
2012-8-11,"10 Redwood Lawns, Kilnamanagh, Dublin 24",Dublin,212500,No,No,Second-Hand Dwelling house /Apartment,"10 Redwood Lawns, Kilnamanagh, Dublin 24, D24 P3F4, Ireland"
2021-11-26,"6 MONUMENT VIEW, ST MARNOCKS BAY, STATION ROAD",Dublin,484581.5,No,Yes,New Dwelling house /Apartment,"Portmarnock, Co. Dublin, Ireland"
2021-10-5,"15 CASTLEVIEW ROW, SWORDS, DUBLIN",Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,"15 Castleview Row, Broadmeadow, Swords, Co. Dublin, K67 W272, Ireland"
2018-9-14,"127 ST DONAGHS RD, KILBARRACK, DUBLIN 5",Dublin,327000,No,No,Second-Hand Dwelling house /Apartment,"127 St Donagh's Rd, Donaghmede, Dublin 13, D13 H429, Ireland"
2015-6-26,"DOON EAST, BALLYBUNNION, KERRY",Kerry,147000,No,No,Second-Hand Dwelling house /Apartment,"Doon East, Co. Kerry, Ireland"
2019-5-20,"TALLAGHANROCK, BALLAGHADERREEN, ROSCOMMON",Roscommon,99000,No,No,Second-Hand Dwelling house /Apartment,"Kilcolman, Ballaghaderreen, Co. Roscommon, Ireland"
2012-2-10,"Franklin, Sweetfield, Youghal",Cork,160000,No,No,Second-Hand Dwelling house /Apartment,"Sweetfields, Co. Cork, Ireland"
2016-11-30,"14 REHOBOTH PLACE, SOUTH CIRCULAR RD, DUBLIN 8",Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,"14 Rehoboth Pl, Saint James' (part of Phoenix Park), Dublin, D08 K4H7, Ireland"
2019-4-16,"15 COLTHURST MEWS, HUNTINGTON GLEN, LUCAN",Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,"15 Colthurst Mews, Ballyowen, Lucan, Co. Dublin, K78 YK06, Ireland"
2014-10-30,"8 DUNBAR ST, CORK, CORK",Cork,60000,No,No,Second-Hand Dwelling house /Apartment,"8 Dunbar St, Ballintemple, Cork, T12 CHH3, Ireland"
2016-2-12,"20 JARDAIN DR, LOUGHKEA, GALWAY",Galway,127000,No,No,Second-Hand Dwelling house /Apartment,"Loughrea, Co. Galway, Ireland"
2015-3-25,"20 BAUNOGE, LOUGHREA, GALWAY",Galway,70000,No,No,Second-Hand Dwelling house /Apartment,"20 Baunoge, Mountpleasant, Loughrea, Co. Galway, H62 YN84, Ireland"
2016-3-24,"6  Holywell Square, Feltrim Road, Swords",Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,"6 Holywell Square, Feltrim Hall, Swords, Co. Dublin, K67 V226, Ireland"
2011-10-11,"33 Hill View, Youghal",Cork,65000,No,No,Second-Hand Dwelling house /Apartment,"Youghal, Co. Cork, Ireland"
2013-7-5,"70 Sli na Sruthan, Knocknacarra",Galway,195000,No,No,Second-Hand Dwelling house /Apartment,"70 Slí Na Sruthán, Clybaun Rd, Knocknacarra, Galway, H91 K8EF, Ireland"
2012-7-27,"Apartment 301, Block B1  Beacon South Quarter",Dublin,130396.48,No,Yes,New Dwelling house /Apartment,"Blackthorn Rd, Sandyford, Dublin, Ireland"
2017-8-12,"10 MARIAN TERRACE, DROMINA, CHARLEVILLE",Cork,65000,No,No,Second-Hand Dwelling house /Apartment,"Dromina, Co. Cork, Ireland"
2018-11-12,"CARRIGAHA, CASTLEGREGORY, KERRY",Kerry,45000,Yes,No,Second-Hand Dwelling house /Apartment,"Carrigaha, Kilgobbin, Co. Kerry, Ireland"
2015-4-21,"A1A ISLEWAY HOUSE, LARKINS LANE, LETTERKENNY",Donegal,15000,Yes,No,Second-Hand Dwelling house /Apartment,"Apartment A5, Isleway House, Larkin's Ln, Lower Main St, Letterkenny, Co. Donegal, Ireland"
2021-7-28,"27 SAILIN, WELLPARK, GALWAY",Galway,210000,No,No,Second-Hand Dwelling house /Apartment,"27 Wellpark, Sáilín, Galway, H91 VX9F, Ireland"
2018-4-13,"26 RAPHOE RD, CRUMLIN, DUBLIN 12",Dublin,19374,Yes,No,Second-Hand Dwelling house /Apartment,"26 Raphoe Rd, Crumlin, Dublin 12, D12 T8Y0, Ireland"
2017-3-11,"1 FIRIES VILLAGE, KILLARNEY, KERRY",Kerry,165000,No,No,Second-Hand Dwelling house /Apartment,"1, Gortdromerillagh, Fieries, Co. Kerry, V93 TW3F, Ireland"
2019-9-27,"32 MILLMOUNT GROVE, DUNDRUM, DUBLIN 14",Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,"32 Millmount Grove, Windy Arbour, Dublin 14, D14 X602, Ireland"
2021-1-27,"25 ARD AOIBHINN, STATION RD, ROSSLARE",Wexford,115000,No,No,Second-Hand Dwelling house /Apartment,"25 Ard Aoibhinn, Walsheslough, Rosslare, Co. Wexford, Y35 VH67, Ireland"
2021-10-6,"TOURNAFULLA GARDA STATION, TOURNAFULLA, CO LIMERICK",Limerick,240000,No,No,Second-Hand Dwelling house /Apartment,"Tournafulla Garda Station, Gortnaskehy, Toornafulla, Co. Limerick, Ireland"
2021-2-15,"CAHIRDUFF, MANISTER, CROOM",Limerick,140000,No,No,Second-Hand Dwelling house /Apartment,"Cahirduff, Co. Limerick, Ireland"
2012-8-30,"171 griffith avenue, drumcondra, dublin 9",Dublin,557500,No,No,Second-Hand Dwelling house /Apartment,"171 Griffith Ave, Whitehall, Dublin 9, D09 T6Y4, Ireland"
2017-1-11,"4 98TH ST, SKIBBEREEN, CORK",Cork,78351,Yes,No,Second-Hand Dwelling house /Apartment,"4 98 St, The Lough, Cork, Co. Cork, T12 F2D7, Ireland"
2013-9-20,"8 The Woods, Turlough, Castlebar",Mayo,26431.72,No,No,New Dwelling house /Apartment,"8 The Woods, Gortnafolla, Co. Mayo, Ireland"
2012-8-29,"25 Muredachs Terrace, Ballina",Mayo,14000,No,No,Second-Hand Dwelling house /Apartment,"25 St Muredach's Terrace, Ballina, Co. Mayo, F26 H7E2, Ireland"
2019-11-25,"9 The Old Presbytery, Cookstown Road, Tallaght",Dublin,265000,No,Yes,New Dwelling house /Apartment,"The Old Presbytery, Cookstown Rd, Whitehall, Dublin 24, Ireland"
2021-1-11,"211 AVIARY HOUSE, MOUNT KENNETH, DOCK RD",Limerick,123000,No,No,Second-Hand Dwelling house /Apartment,"Dock Rd & Mount Kenneth Pl, Limerick, Ireland"
2021-10-18,"4A THE HOLLOWS, NEWCASTLE RD, LUCAN",Dublin,150000,No,No,Second-Hand Dwelling house /Apartment,"Newcastle Rd, Lucan, Co. Dublin, Ireland"
2014-2-21,"308 LE FANU RD, BALLYFERMOT DUBLIN 10, DUBLIN",Dublin,110000,No,No,Second-Hand Dwelling house /Apartment,"308 Le Fanu Rd, Kylemore, Dublin 10, D10 R886, Ireland"
2019-7-26,"19 PETTISWOOD MANOR, MULLINGAR, WESTMEATH",Westmeath,306000,No,No,Second-Hand Dwelling house /Apartment,"Petitswood Manor, Mullingar, Co. Westmeath, Ireland"
2010-10-26,"124 mount tallant avenue, terenure, dublin 6w",Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,"6w, 124 Mount Tallant Ave, Terenure, Dublin 6W, Co. Dublin, D6W RX02, Ireland"
2010-7-5,"89 Friar Street, Cork",Cork,169000,No,No,Second-Hand Dwelling house /Apartment,"89 Friar St, Ballyphehane, Cork, T12 EV2D, Ireland"
2019-11-28,"9 Cedarview, Northwood, Santry Demesne",Dublin,409691.62,No,Yes,New Dwelling house /Apartment,"9 Cedarview, Northwood Ave, Santry Demesne, Dublin 9, Ireland"
2021-10-20,"DUHALLOW, CLARA RD, TULLAMORE",Offaly,265000,No,No,Second-Hand Dwelling house /Apartment,"Duhallow, Knockowen Rd, Puttaghan, Tullamore, Co. Offaly, Ireland"
2016-5-13,"APT 4, THE QUAYS, MAIN ST",Cork,70000,No,No,Second-Hand Dwelling house /Apartment,
2014-12-17,"5 CHAPEL ST, TULLAMORE, OFFALY",Offaly,65000,No,No,Second-Hand Dwelling house /Apartment,"5 Chapel St, Puttaghan, Tullamore, Co. Offaly, R35 FF68, Ireland"
2020-9-29,"2A GLENFIELD AVE, CLONDALKIN, DUBLIN 22",Dublin,219000,No,No,Second-Hand Dwelling house /Apartment,"2a, 22 Glenfield Ave, Rowlagh, Dublin, Ireland"
2015-2-12,"37 CUIRT NA HABHAINN, CLAREGALWAY, CO GALWAY",Galway,175000,No,No,Second-Hand Dwelling house /Apartment,"37 Cúirt Na hAbhann, Lakeview, Claregalway, Co. Galway, H91 H2X3, Ireland"
2015-5-5,"Cloonloo, Via Boyle, County Sligo",Sligo,120000,No,No,New Dwelling house /Apartment,"Cloonloogh, Cloonloo, Co. Sligo, Ireland"
2015-4-2,"Unit 11  Block C Waterways, Rathborne, Ashtown",Dublin,131835.39,No,Yes,New Dwelling house /Apartment,"Rathborne Dr, Ashtown, Dublin, Ireland"
2018-9-8,"Apt. 1  15 The Meadow, Robswall, Malahide",Dublin,348017,No,Yes,New Dwelling house /Apartment,"1, 15 The Meadow, Robswalls, Malahide, Co. Dublin, Ireland"
2016-4-5,"6 ST TERESAS RD, GLASNEVIN, DUBLIN 9",Dublin,351000,No,No,Second-Hand Dwelling house /Apartment,"6 St Teresa's Rd, Glasnevin, Dublin 9, D09 C5Y6, Ireland"
2011-6-20,"131 Georgian Village, Castleknock, Dublin 15",Dublin,1050000,No,No,Second-Hand Dwelling house /Apartment,"131 Georgian Village, Castleknock, Dublin 15, D15 TKR6, Ireland"
2017-6-21,"82 CLANCY RD, FINGLAS EAST, DUBLIN 11",Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,"82 Clancy Rd, Finglas East, Dublin, D11 K527, Ireland"
2012-9-11,"Corporation, Killybegs",Donegal,150000,No,No,Second-Hand Dwelling house /Apartment,"Killybegs, Co. Donegal, Ireland"
2021-4-22,"31 HIGHFIELD CRESCENT, GREENANE, KANTURK",Cork,136000,No,No,Second-Hand Dwelling house /Apartment,"31 Highfield Cres, Greenane, Kanturk, Co. Cork, P51 Y1K8, Ireland"
2021-7-22,"274 BEECHPARK, LEIXLIP, KILDARE",Kildare,402000,No,No,Second-Hand Dwelling house /Apartment,"274 Beech Park, Rinawade Upper, Co. Kildare, Ireland"
2015-11-16,"33 NELSON ST, DUBLIN 7, DUBLIN",Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,"33 Nelson St, Phibsborough, Dublin, D07 P8W3, Ireland"
2018-4-26,"58 BROWENSHILL WOOD, BROWNSHILL RD, CARLOW",Carlow,242000,No,No,Second-Hand Dwelling house /Apartment,"58 Browneshill Wood, Browneshill Rd, Chapelstown, Carlow, R93 R2N0, Ireland"
2020-1-16,"79 MAYESTON SQ, MAYESTON HALL, ST MARGARETS DUBLIN 11",Dublin,167454.49,No,No,Second-Hand Dwelling house /Apartment,"11 Mayeston Dr, Mayeston Hall, Dublin 11, D11 PK02, Ireland"
2018-10-26,"22 TULACH GEAL, BALLYMURN, ENNISCORTHY",Wexford,163000,No,No,Second-Hand Dwelling house /Apartment,"Enniscorthy, Co. Wexford, Ireland"
2020-12-8,"4 Ballyduff, Kilmeaden, Waterford",Waterford,277048.46,No,Yes,New Dwelling house /Apartment,"4, Marshtown, Ballyduff, Co. Cork, P51 F6D3, Ireland"
2018-7-27,"38 WOODVIEW, MOUNT MERRION AVE, BLACKROCK",Dublin,269776,Yes,No,Second-Hand Dwelling house /Apartment,"38 Woodview, Blackrock, Dublin, Ireland"
2014-10-24,"19 NA CLUAINTE, PORTARLINGTON, CO OFFALY",Offaly,65000,No,No,Second-Hand Dwelling house /Apartment,"19 Na Cluainte, Kilmalogue, Portarlington, Co. Offaly, R32 TX47, Ireland"
2013-2-22,"Carrickmacafferty, Derrybeg",Donegal,85000,No,No,Second-Hand Dwelling house /Apartment,"Carrickmacafferty, Carrick, Co. Donegal, Ireland"
2016-3-6,"19 ARD NA GAOITHE, CIRCULAR RD, ENNIS",Clare,100000,No,No,Second-Hand Dwelling house /Apartment,"19 Árd Na Gaoithe, Cloughleigh, Ennis, Co. Clare, Ireland"
2012-6-29,"Melrose, Kilumney Road, Ovens",Cork,545000,No,No,Second-Hand Dwelling house /Apartment,"Killumney, Co. Cork, Ireland"
2014-1-27,"1 PIC DU JER CLOSE, BALLINLOUGH, CORK",Cork,370000,No,No,Second-Hand Dwelling house /Apartment,"1 Clós Pic Du Jer, Baile an Locha, Corcaigh, Corcaigh, T12 F5K7, Ireland"
2016-7-22,"KILMEADE, ATHY, KILDARE",Kildare,220000,No,No,Second-Hand Dwelling house /Apartment,"Athy, Co. Kildare, Ireland"
2017-5-19,"9 GRATTAN PARADE, DRUNCONDRA, DUBLIN",Dublin,405000,No,No,Second-Hand Dwelling house /Apartment,"9 Grattan Parade, Botanic, Dublin 9, D09 A9K7, Ireland"
2012-10-26,"Island, Ballyhaunis",Mayo,134000,No,No,Second-Hand Dwelling house /Apartment,"Friarsground, Ballyhaunis, Co. Mayo, Ireland"
2012-7-9,"148 Bridgemeadow, Enniscorthy, Wexford",Wexford,63587,No,Yes,New Dwelling house /Apartment,"148 Bridgemeadow, Shingaun, Enniscorthy, Co. Wexford, Y21 E8H7, Ireland"
2017-12-28,"82 DORAN CLOSE, BUNDORAN, CO DONEGAL",Donegal,70000,No,No,Second-Hand Dwelling house /Apartment,"82 Drumacrin Rd, Doran Cl, Drumacrin, Bundoran, Co. Donegal, F94 XK59, Ireland"
2016-9-23,"6 Struan Glen, Enniskerry Road, Kilternan",Dublin,594714,No,Yes,New Dwelling house /Apartment,"Struan Glen, Enniskerry Rd, Kingston, Kilternan, Co. Dublin, Ireland"
2017-8-25,"44 SHANARD RD, SANTRY, DUBLIN 9",Dublin,352000,No,No,Second-Hand Dwelling house /Apartment,"44 Shanard Rd, Whitehall, Dublin 9, D09 P9C6, Ireland"
2021-8-6,"2 GLASHEEN KILDAVIN, BUNCLODY, WEXFORD",Wexford,160000,No,No,Second-Hand Dwelling house /Apartment,"2 Glasheen, Kildavin, Co. Carlow, Y21 K761, Ireland"
2019-12-14,"39 ELMFIELD WAY, CLAREHALL, DUBLIN 13",Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,"39 Elmfield Way, Clarehall, Dublin 13, D13 E0H6, Ireland"
2014-1-29,"APT 3, 1  ANNESLEY BRIDGE RD, FAIRVIEW",Dublin,43750,No,No,Second-Hand Dwelling house /Apartment,"3, 1 Annesley Bridge Rd, Fairview, Dublin 3, D03 RW28, Ireland"
2018-11-12,"APT 4, ROS ARD, LETTERKENNY",Donegal,91000,No,No,Second-Hand Dwelling house /Apartment,"4 Ros Árd, Whites Cross, Upper Glanmire, Co. Cork, T23 WA24, Ireland"
2016-9-13,"27 ARCADIA CRESCENT, ATHLONE, WESTMEATH",Westmeath,120000,No,No,Second-Hand Dwelling house /Apartment,"27 Arcadia Cres, Warrens Fields, Athlone, Co. Westmeath, N37 D990, Ireland"
2019-4-17,"BALLYNEETY, ARDFINNAN, CLONMEL",Tipperary,148000,No,No,Second-Hand Dwelling house /Apartment,"Ballyneety House, Ballyneety, Ardfinnan, Co. Tipperary, Ireland"
2014-5-19,"APARTMENT 1, COIS LOCHA, MONAGHAN TOWN",Monaghan,27333,No,No,Second-Hand Dwelling house /Apartment,"1 Cois Locha, Doohamlat, Co. Monaghan, A75 KX63, Ireland"
2020-12-10,"43 CLUAIN NA CROISE, CROSSBARRY, CORK",Cork,495000,No,No,Second-Hand Dwelling house /Apartment,"43 Cluain Na Croise, Curra, Inishannon, Co. Cork, T12 REK7, Ireland"
2021-8-19,"COOLALONG, CALLAN, KILKENNY",Kilkenny,135000,No,No,Second-Hand Dwelling house /Apartment,"Coolalong, Geraldine, Co. Kilkenny, Ireland"
2012-3-28,"Gortatleva, Bushypark, Galway",Galway,470000,No,Yes,New Dwelling house /Apartment,"Gortatleva, Co. Galway, Ireland"
2019-1-4,"117 FIODH MOR, ABBEYLANDS, FERRYBANK",Kilkenny,145500,No,No,Second-Hand Dwelling house /Apartment,"117 Fíodh Mór, Ferrybank, Waterford, Co. Kilkenny, X91 PY6K, Ireland"
2013-9-24,"82 O'Connell Street, Dungarvon, Co. Waterford",Waterford,85050,No,No,Second-Hand Dwelling house /Apartment,"82 O'Connell St, Dungarvan, Co. Waterford, X35 E167, Ireland"
2021-1-10,"30 MILLBROOK COURT, MOUNT BROWN, DUBLIN 8",Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,"Millbrook Court, Mount Brown, Saint James' (part of Phoenix Park), Dublin 8, Ireland"
2018-5-28,"1 Killeshin Road, Graiguecullen, Carlow Postal",Laois,322000,No,Yes,New Dwelling house /Apartment,"1 Killeshin Rd, Graigue, Co. Laois, Ireland"
2018-2-23,"28 Beech Green, Cahirdown Woods, Listowel",Kerry,62408,No,Yes,New Dwelling house /Apartment,"Cahirdown Wood, Dromin Lower, Co. Kerry, Ireland"
2021-6-4,"67 Tegan Court, Screggan, Tullamore",Offaly,100850,No,Yes,New Dwelling house /Apartment,"67 Tegan Ct, Screggan, Tullamore, Co. Offaly, Ireland"
2021-12-23,"5 RIVER WEIR HOUSE, OAKVIEW VILLAGE, TRALEE",Kerry,119000,No,Yes,New Dwelling house /Apartment,"15, River Weir House, Oakview Village, Rahoonane, Tralee, Co. Kerry, Ireland"
2011-9-30,"Cornawall, Threemilehouse",Monaghan,136564,No,Yes,New Dwelling house /Apartment,"Kilnaclay, Three Mile House, Co. Monaghan, Ireland"
2017-5-17,"2A LOMBARD ST EAST, DUBLIN 2, DUBLIN",Dublin,175000,Yes,No,Second-Hand Dwelling house /Apartment,"2a, 2 Lombard St E, Dublin, Ireland"
2020-12-21,"24 CRESTFIELD DR, WHITEHALL, DUBLIN 9",Dublin,355000,No,No,Second-Hand Dwelling house /Apartment,"24 Crestfield Dr, Whitehall, Dublin 9, D09 HY24, Ireland"
2018-6-6,"16A ST. ST.TERESA&#039;S ROAD, OFF KIMMAGE ROAD WEST, DUBLIN 12",Dublin,555066,No,Yes,New Dwelling house /Apartment,
2020-11-3,"31 GRANGE WAY, PINECROFT, DOUGLAS",Cork,270000,No,No,Second-Hand Dwelling house /Apartment,
2021-7-26,"133 KYLEMORE DR, BALLYFERMOT, DUBLIN 10",Dublin,235000,No,No,Second-Hand Dwelling house /Apartment,"133 Kylemore Dr, Kylemore, Dublin 10, D10 YV63, Ireland"
2017-1-13,"29 LINNBLA APTS, SANTRY CROSS, DUBLIN 11",Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,"Santry Cross, Ballymun, Dublin 11, Ireland"
2013-11-3,"MULLYAMLY, CORLISMORE, CO CAVAN",Cavan,25000,No,No,Second-Hand Dwelling house /Apartment,"Mullyamly, Coronea, Co. Cavan, Ireland"
2019-12-20,"18 The Green, Ledwill Park, Maynooth",Kildare,286343,No,Yes,New Dwelling house /Apartment,"18 The Green, Greenfield, Maynooth, Co. Kildare, Ireland"
2019-5-23,"10 MAPLE HOUSE, DRUMGEELY HILL, SHANNON",Clare,82000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 13, Maple House, Drumgeely Hill, Drumgeely, Shannon, Co. Clare, Ireland"
2014-12-19,"Massreagh, Kilmacrennan",Donegal,125000,No,Yes,New Dwelling house /Apartment,"Massreagh, Co. Donegal, Ireland"
2018-5-31,"KNOCKNAHILAN, AHERLA, CORK",Cork,85000,No,No,Second-Hand Dwelling house /Apartment,"Knocknahilan, Co. Cork, Ireland"
2016-12-15,"1 LORD EDWARD STREET, KILMALLOCK, CO LIMERICK",Limerick,40000,No,No,Second-Hand Dwelling house /Apartment,"1 Lord Edward St, Kilmallock, Co. Limerick, V35 NW82, Ireland"
2018-7-6,"58 IVY COURT, BEAUMONT WOODS, BEAUMONT DUBLIN 9",Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,"58 Ivy Ct, Beaumont Woods, Beaumont, Dublin, D09 V096, Ireland"
2015-11-19,"76 THORNFIELD SQ, WATERY LANE, CLONDALKIN DUBLIN 22",Dublin,137000,No,No,Second-Hand Dwelling house /Apartment,"Thornfield Square, Watery Ln, Clondalkin, Dublin 22, Ireland"
2019-1-14,"6 THE GALLOPS, MOORETOWN ST CRONINS, SWORDS",Dublin,230000,No,No,Second-Hand Dwelling house /Apartment,"6 The Gallops, Windmill Lands, Swords, Co. Dublin, Ireland"
2015-7-13,"62 ASPEN GARDENS, ST PATRICKS RD, LIMERICK",Limerick,120000,No,No,Second-Hand Dwelling house /Apartment,"62 Aspen Gardens, St Patrick's Rd, Limerick, V94 X26V, Ireland"
2020-12-31,"54 STONEBRIDGE, RATOATH, CO. MEATH",Meath,367000,No,No,Second-Hand Dwelling house /Apartment,"54 Stonebridge, Ratoath, Co. Meath, A85 HD85, Ireland"
2020-4-2,"52 GLEANN RIBH, BALLOUGH, LUSK",Dublin,226000,No,No,Second-Hand Dwelling house /Apartment,"52 Gleann Ribh, Racecourse Common, Lusk, Co. Dublin, K45 FT68, Ireland"
2012-6-7,"Duneany, Monasterevin",Kildare,100000,No,No,Second-Hand Dwelling house /Apartment,"Duneany, Co. Kildare, Ireland"
2012-12-20,"53 Marlmount Walk, Dundalk",Louth,169000,No,Yes,New Dwelling house /Apartment,"53 Marlmount Walk, Haggardstown, Dundalk, Co. Louth, A91 Y9CC, Ireland"
2020-12-15,"NO. 4 CROSBIES YARD, OSSORY ROAD, NORTH STRAND",Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,"County Dublin, North Dock, Dublin, Ireland"
2019-6-26,"DONEGAL ROAD, BALLYBOFEY, CO DONEGAL",Donegal,75000,No,No,Second-Hand Dwelling house /Apartment,"Donegal Rd, Ballybofey, Co. Donegal, Ireland"
2014-7-10,"Apartment 612 Cubes 3, Beacon South Quarter, Sandyford",Dublin,443733,No,Yes,New Dwelling house /Apartment,"Blackthorn Rd, Sandyford, Dublin, Ireland"
2018-2-22,"LOBINSTOWN LODGE, GURRANE, FERMOY",Cork,242000,No,No,Second-Hand Dwelling house /Apartment,"Lobinstown Lodge, Garraunigerinagh, Lobinstown, Co. Cork, Ireland"
2020-10-23,"33 KENNEDY PARK, ROSCREA, TIPPERARY",Tipperary,72000,No,No,Second-Hand Dwelling house /Apartment,"33 Kennedy Park, Scart, Roscrea, Co. Tipperary, E53 XN24, Ireland"
2021-6-22,"53 MOUNTANDREW RISE, LUCAN, DUBLIN",Dublin,235000,No,No,Second-Hand Dwelling house /Apartment,"53 Mount Andrew Rise, Yellow Walls, Lucan, Co. Dublin, K78 Y542, Ireland"
2010-9-17,"8 LIFFEY MILL ROAD, ATHGARVAN",Kildare,235000,No,No,Second-Hand Dwelling house /Apartment,"8 Liffey Mill Rd, Rosetown, Athgarvan, Co. Kildare, W12 X262, Ireland"
2019-1-16,"13 GILBERT RD, SOUTH CIRCULAR RD, DUBLIN 8",Dublin,427500,No,No,Second-Hand Dwelling house /Apartment,"Rialto Park, 8 S Circular Rd, Saint James' (part of Phoenix Park), Dublin 8, D08 C9KH, Ireland"
2020-9-29,"KILSCANNELL LODGE, RATHANNY, BALLYMACELLIGOTT TRALEE",Kerry,290000,No,No,Second-Hand Dwelling house /Apartment,"Tralee, Co. Kerry, Ireland"
2015-6-18,"8 An Choill Rua, Kellymount, Paulstown",Kilkenny,265555,No,Yes,New Dwelling house /Apartment,"8 An Choill Rua, Jordanstown, Paulstown, Co. Kilkenny, R95 X923, Ireland"
2013-2-4,"56  The Village, Adare Manor, Adare",Limerick,230000,No,No,Second-Hand Dwelling house /Apartment,"56 The Village, Adare, Adare Manor, Co. Limerick, V94 RWX7, Ireland"
