DateofSale,Address,PostalCode,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,lat,lng,address_types,YearMonth
2014-11-18,"83 The Garden, Ballymacool, Letterkenny",,Donegal,48500,No,No,Second-Hand Dwelling house /Apartment,,54.9470767,-7.7548897,route,201411
2013-8-8,"42 GORT NA CORRIBE, HEADFORT RD, GALWAY",,Galway,180000,No,No,Second-Hand Dwelling house /Apartment,,53.284084,-9.048853,establishment-lodging-point_of_interest,201308
2016-1-12,"53 BURRIN ST, CARLOW",,Carlow,150000,No,No,Second-Hand Dwelling house /Apartment,,52.8346444,-6.9326657,street_address,201601
2016-9-27,"SHRONE, DIRHA EAST, LISTOWEL",,Kerry,147000,No,No,Second-Hand Dwelling house /Apartment,,43.7334165,-80.9514698,locality-political,201609
2019-10-15,"1 HOWTH ROAD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,2390187,No,No,Second-Hand Dwelling house /Apartment,,53.3681205,-6.2134129,street_address,201910
2019-8-11,"CEDAARWOOD LODGE SIMONSTOWN, MOONE, KILDARE",,Kildare,280000,No,No,Second-Hand Dwelling house /Apartment,,52.9618036,-6.805508,premise,201908
2016-12-23,"11 THE TOWNHOUSES, CRAB LANE, BLACKROCK",,Cork,275000,No,No,Second-Hand Dwelling house /Apartment,,36.6343742,-93.2795417,establishment-lodging-point_of_interest,201612
2019-11-15,"57 MANOR COURT, KNOCKNACARRA, GALWAY",,Galway,300000,No,No,Second-Hand Dwelling house /Apartment,,53.2658497,-9.1238865,street_address,201911
2019-5-12,"COMMANES KILLAGURTEEN, WATERVILLE KERRY, KILLAGURTEEN",,Kerry,80000,No,No,Second-Hand Dwelling house /Apartment,,51.8500923,-10.1054925,neighborhood-political,201905
2018-6-27,"6 GROVE AVE, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment,,53.3290227,-6.2736467,street_address,201806
2020-1-20,"CROSS OF THE GROVES, MITCHELSTOWN, CORK",,Cork,120000,No,No,Second-Hand Dwelling house /Apartment,,52.25999,-8.27536,locality-political,202001
2014-2-18,"179 TUR UISCE, DOUGRISKA, GALWAY",,Galway,95000,No,No,Second-Hand Dwelling house /Apartment,,53.2819258,-8.9841959,street_address,201402
2020-2-17,"70 CAISEAL NA RI, GOLDEN RD, CASHEL",,Tipperary,170000,No,No,Second-Hand Dwelling house /Apartment,,52.5142456,-7.895223,street_address,202002
2021-9-17,"1 THE SHAMBLES, VICAR ST, TUAM",,Galway,170000,No,No,Second-Hand Dwelling house /Apartment,,53.5139936,-8.8522011,premise,202109
2014-2-7,"FOSTERS, CHUTE HALL, TRALEE",,Kerry,135000,Yes,No,Second-Hand Dwelling house /Apartment,,52.2713096,-9.6999325,locality-political,201402
2021-1-6,"APT 70 RED ARCHES, THE COAST, BALDOYLE DUBLIN 13",Dublin 13,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,,53.4017426,-6.143394,street_address,202101
2010-7-16,"30 Forest Mill Way, Bealnamulla, Athlone",,Roscommon,218000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.4285305,-8.0143431,street_address,201007
2021-8-12,"12 LEINSTER SQUARE, KILDARE",,Kildare,312775.33,No,Yes,New Dwelling house /Apartment,,53.1539005,-6.895233,street_address,202108
2016-9-9,"40 THE RED MILL 69 BRUNSWICK ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,,53.3504138,-6.2780647,premise,201609
2021-10-22,"8 HAWTHORN DR, THURLES, TIPPERARY",,Tipperary,75000,No,No,Second-Hand Dwelling house /Apartment,,52.6710551,-7.8186957,premise,202110
2021-8-12,"5 HYBLA COURT, BLACKHORSE AVE, DUBLIN 7",Dublin 7,Dublin,306000,No,No,Second-Hand Dwelling house /Apartment,,53.366968,-6.3249262,premise,202108
2010-6-22,"Apartment 13  An Crannog, Kingscourt Road, Carrickmacross",,Monaghan,40000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.9726409,-6.7274514,route,201006
2021-5-18,"58 HUNTERS AVE, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,402000,No,No,Second-Hand Dwelling house /Apartment,,53.2717676,-6.3310303,street_address,202105
2010-1-29,"14 WESTBROOK GREEN, NAUL ROAD, BALBRIGGAN",,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment,,53.6095443,-6.1989811,street_address,201001
2021-8-10,"POULNAGUNOGE, CLONMEL, CO TIPPERARY",,Tipperary,227300,No,No,Second-Hand Dwelling house /Apartment,,52.3449916,-7.6747332,neighborhood-political,202108
2017-8-23,"2 CROOKAUN COMMON, CLANE, KILDARE",,Kildare,320000,No,No,Second-Hand Dwelling house /Apartment,,53.2894578,-6.6980452,neighborhood-political,201708
2012-1-20,"3 Latchford Walk, Castaheany, Dublin 15",Dublin 15,Dublin,148000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3985813,-6.4325451,street_address,201201
2013-5-15,"Lisnaree, Convoy",,Donegal,153000,No,No,Second-Hand Dwelling house /Apartment,,52.82247364,-7.74485287,,201305
2019-8-14,"101 ORWELL PARK RISE, TEMPLEOGUE, DUBLIN 6W",,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment,,53.2977798,-6.3228868,subpremise,201908
2013-11-26,"60 Hollybrook Park, Southern Cross Road, Bray",,Wicklow,190000,No,No,Second-Hand Dwelling house /Apartment,,53.1826688,-6.107265,street_address,201311
2016-4-13,"181 THE LINKS, ELM PARK, MERRION RD DUBLIN 4",Dublin 4,Dublin,350000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3205751,-6.2156745,route,201604
2016-2-29,"38 BLACKBURNE SQ, RATHFARNHAM GATE, MAIN ST DUBLIN 14",Dublin 14,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,,53.2988928,-6.2847453,premise,201602
2020-6-18,"DRUM COTTAGE, UPPER DROUM, CO.KERRY",,Kerry,175000,No,No,Second-Hand Dwelling house /Apartment,,52.1544607,-9.5668632,administrative_area_level_2-political,202006
2010-10-29,"113 Eagle Valley, Sarsfield Road, Wilton",,Cork,259500,No,No,Second-Hand Dwelling house /Apartment,,51.8711989,-8.5105833,street_address,201010
2015-2-3,"98 GLENSIDE ANNACOTTY, ANNACOTTY, LIMERICK",,Limerick,260000,No,No,Second-Hand Dwelling house /Apartment,,52.6653596,-8.5389614,street_address,201502
2015-11-13,"3 LODGE COURT, BORRIS, CARLOW",,Carlow,122500,Yes,No,Second-Hand Dwelling house /Apartment,,52.6025939,-6.9315204,street_address,201511
2014-6-8,"10 THE PADDOCKS, CROOKSTOWN",,Kildare,150000,No,No,Second-Hand Dwelling house /Apartment,,52.82247364,-7.74485287,,201406
2010-6-17,"Joristown, Killucan",,Westmeath,201000,No,No,Second-Hand Dwelling house /Apartment,,53.5195033,-7.1422008,neighborhood-political,201006
2017-7-18,"28 ARD NA GREINE, CLONMEL, TIPPERARY",,Tipperary,130000,No,No,Second-Hand Dwelling house /Apartment,,52.3577936,-7.6908039,street_address,201707
2019-6-28,"APT 27, ST LUKES GATE, THE COOMBE DUBLIN 8",Dublin 8,Dublin,271000,No,No,Second-Hand Dwelling house /Apartment,,53.3392883,-6.2752472,premise,201906
2020-11-6,"28 WOODLANDS MANOR, GOREY, CO WEXFORD",,Wexford,267000,No,No,Second-Hand Dwelling house /Apartment,,52.6849237,-6.2938106,street_address,202011
2010-12-20,"22 Dun Emer Glade, Dun Emer, Lusk",,Dublin,145374,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,53.5238611,-6.1772892,street_address,201012
2018-12-21,"89 SHEELIN ROAD, CAHERDAVIN, LIMERICK",,Limerick,175000,No,No,Second-Hand Dwelling house /Apartment,,52.6736377,-8.6622224,street_address,201812
2014-11-28,"THE HUNTING GAP, KILBRIDE, CLONEE",,Meath,515000,No,No,Second-Hand Dwelling house /Apartment,,53.4575405,-6.3914909,premise,201411
2015-7-17,"6 KNOX TERRACE, WOLFE TONE STREET, SLIGO",,Sligo,86000,No,No,Second-Hand Dwelling house /Apartment,,54.2703166,-8.4813313,route,201507
2019-1-10,"12 MAUNSELLS RD, TAYLORS HILL RD, GALWAY",,Galway,990000,No,No,Second-Hand Dwelling house /Apartment,,53.2700897,-9.0714636,street_address,201901
2015-5-15,"30 BIGGER RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,,53.3175593,-6.3264522,street_address,201505
2020-10-28,"7 CASTLE LAWNS, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,,53.2927373,-6.3420999,street_address,202010
2014-1-15,"78 LONGWOOD PARK, GRANGE RD, RATHFARNHAM DUBLIN 14",,Dublin,412500,No,No,Second-Hand Dwelling house /Apartment,,53.289907,-6.2785152,street_address,201401
2015-8-14,"5 & 6 THE WEIR, McSweeney Quay, Bandon",,Cork,68000,No,No,Second-Hand Dwelling house /Apartment,,52.82247364,-7.74485287,,201508
2014-10-16,"13 Howley's Quay Estate, Limerick",,Limerick,61363,No,No,Second-Hand Dwelling house /Apartment,,52.6633459,-8.6306737,route,201410
2016-12-22,"18 FRIARY WALK, CALLAN, KILKENNY",,Kilkenny,205000,Yes,No,Second-Hand Dwelling house /Apartment,,52.5511021,-7.3824397,street_address,201612
2015-11-9,"5B Flaxmill Court, Flaxmill Lane, Drogheda",,Louth,58545.46,No,No,Second-Hand Dwelling house /Apartment,,53.7249626,-6.3428444,premise,201511
2012-11-26,"249 BRU NA GRUADAN, CASTLETROY",,Limerick,134500,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,52.6608737,-8.5757318,street_address,201211
2015-11-26,"13 DALTON DRIVE, SALTHILL, GALWAY",,Galway,500000,No,No,Second-Hand Dwelling house /Apartment,,53.2658302,-9.080584,street_address,201511
2019-12-18,"APARTMENT 3, 45/46 FERRYBANKS, ARKLOW",,Wicklow,67750,No,No,Second-Hand Dwelling house /Apartment,,52.8010051,-6.147824,subpremise,201912
2010-10-27,"5 Casement Grove, Finglas",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,,53.3927904,-6.3084349,street_address,201010
2019-2-4,"NO 2, THE COTTAGE, BALLYQUIRKE",,Galway,85000,No,No,Second-Hand Dwelling house /Apartment,,53.335003,-9.1762745,political-sublocality-sublocality_level_1,201902
2015-10-16,"5 Friars Hill, Thomastown",,Kilkenny,167400.87,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,52.521247,-7.1387314,street_address,201510
2014-11-7,"STARRITSTOWN, CONVOY",,Donegal,90000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,52.82247364,-7.74485287,,201411
2020-10-12,"104 SALLINS PIER, SALLINS, CO.KILDARE",,Kildare,83796.92,No,No,Second-Hand Dwelling house /Apartment,,53.2461498,-6.6697737,street_address,202010
2018-12-21,"No. 6 Millbrook Grove, Killeigh",,Offaly,308370.07,No,Yes,New Dwelling house /Apartment,,53.2140733,-7.4503427,locality-political,201812
2018-8-23,"46 THE WALK, ROBSWALL, MALAHIDE",,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment,,53.44463,-6.1378924,street_address,201808
2018-12-18,"30 Beechwood Heath, Beechwood, Hansfield",Dublin 15,Dublin,280489,No,Yes,New Dwelling house /Apartment,,53.3913049,-6.4476989,street_address,201812
2014-6-17,"TAUR MORE, NEWMARKET, CORK",,Cork,27000,No,No,Second-Hand Dwelling house /Apartment,,52.2140232,-9.0030815,locality-political,201406
2010-5-8,"5 Belgrave Road, Rathmines",Dublin 6,Dublin,225000,Yes,No,Second-Hand Dwelling house /Apartment,,53.3209265,-6.2624414,street_address,201005
2014-9-5,"66 WELLPARK GROVE, GALWAY, GALWAY",,Galway,16500,Yes,No,Second-Hand Dwelling house /Apartment,,53.2807137,-9.0246108,street_address,201409
2015-11-25,"30 Thomas Street, Drogheda",,Louth,111000,No,No,Second-Hand Dwelling house /Apartment,,53.7188968,-6.3418359,street_address,201511
2015-7-7,"TARA, BOHERMORE, GRAIGUENAMANAGH",,Kilkenny,165000,No,No,Second-Hand Dwelling house /Apartment,,52.5415402,-6.9555948,locality-political,201507
2016-4-29,"15 WINDMILL COURT, DUNDALK, LOUTH",,Louth,137000,No,No,Second-Hand Dwelling house /Apartment,,54.0056476,-6.3901572,street_address,201604
2011-4-1,"9 Shandon Crescent, Phibsboro, Dublin 7",,Dublin,220000,Yes,No,Second-Hand Dwelling house /Apartment,,53.3641859,-6.2810943,street_address,201104
2015-10-27,"125DRUMNIGH WOOD, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,,53.4165792,-6.1528333,street_address,201510
2016-4-10,"8 COURTOWN COVE, COURTOWN, WEXFORD",,Wexford,135000,No,No,Second-Hand Dwelling house /Apartment,,52.6453977,-6.2317323,premise,201604
2018-1-19,"APARTMENT 5 PARK HEIGHTS, NEW ST, MACROOM",,Cork,60900,No,No,Second-Hand Dwelling house /Apartment,,51.905625,-8.9641682,premise,201801
2014-12-12,"47 CHERRINGTON RD, SHANKILL, DUBLIN",Dublin 18,Dublin,465000,No,No,Second-Hand Dwelling house /Apartment,,53.2279572,-6.1276568,street_address,201412
2019-9-16,"8051/8053 Benbulben Apartments, Clarion Road, Sligo",,Sligo,57142.86,No,Yes,New Dwelling house /Apartment,,54.2805292,-8.4623103,route,201909
2020-8-4,"KILSALLAGH UPPER, WESTPORT, COUNTY MAYO",,Mayo,140000,No,No,Second-Hand Dwelling house /Apartment,,53.7612986,-9.7347147,neighborhood-political,202008
2021-2-7,"45 CHERRYVALE, BAY ESTATE, DUNDALK",,Louth,181000,No,No,Second-Hand Dwelling house /Apartment,,53.9972299,-6.3780007,street_address,202102
2014-12-22,"53 GRANARY HALL, MOUNT OVAL, ROCHESTOWN",,Cork,119079,No,No,Second-Hand Dwelling house /Apartment,,51.8691394,-8.4073882,street_address,201412
2019-6-28,"FARNAUGHT, WESTPORT, MAYO",,Mayo,250000,No,No,Second-Hand Dwelling house /Apartment,,53.7748509,-9.5397889,neighborhood-political,201906
2018-2-26,"MAIN ST, RATHKEALE, LIMERICK",,Limerick,97500,No,No,Second-Hand Dwelling house /Apartment,,52.5238067,-8.9370966,locality-political,201802
2017-1-6,"1 THE CLOSET APTS, ROSEMARY ST, ROSCREA",,Tipperary,7500,No,No,Second-Hand Dwelling house /Apartment,,52.9535944,-7.7988169,route,201701
2014-7-11,"179 Evanwood, Golflinks Road, Castltroy",,Limerick,134146.34,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,52.6508582,-8.5618068,street_address,201407
2018-9-17,"MINAUN, CURRAGHTOWN, DRUMREE",,Meath,495000,No,No,Second-Hand Dwelling house /Apartment,,53.481312,-6.5910302,route,201809
2016-1-29,"LEGACURRY, BALLYBAY, CO MONAGHAN",,Monaghan,90000,No,No,Second-Hand Dwelling house /Apartment,,54.1559733,-6.9145603,neighborhood-political,201601
2020-10-8,"27 LORCAN RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,,53.3916268,-6.2450521,street_address,202010
2013-12-19,"BLACKHILL, DUNCANNON, CO WEXFORD",,Wexford,100000,No,No,Second-Hand Dwelling house /Apartment,,52.2206117,-6.9325606,locality-political,201312
2016-7-26,"BALLINLEG, FUERTY, ROSCOMMON",,Roscommon,139000,No,No,Second-Hand Dwelling house /Apartment,,53.6131024,-8.2591228,neighborhood-political,201607
2014-3-19,"62 HOLLYBANK RD, DRUMCONDRA, DUBLIN 9",,Dublin,387000,No,No,Second-Hand Dwelling house /Apartment,,53.3671527,-6.2568092,street_address,201403
2016-5-30,"APT 29, SEAGRAVE DR, CITYGATE DUBLIN 11",Dublin 11,Dublin,125000,Yes,No,Second-Hand Dwelling house /Apartment,,53.4058912,-6.2945348,street_address,201605
2018-4-1,"20 THE BRAMBLES, BALLINAKILL DOWNS, WATERFORD CITY",,Waterford,311000,No,No,Second-Hand Dwelling house /Apartment,,52.2429655,-7.0650659,street_address,201804
2013-6-6,"26 Bothar Croinn, Saltown, Dundalk",,Louth,193125,No,No,Second-Hand Dwelling house /Apartment,,54.0175246,-6.4223963,political-sublocality-sublocality_level_1,201306
2020-2-18,"4 FERNDALE, BALLYTRUCKLE, WATERFORD",,Waterford,215000,No,No,Second-Hand Dwelling house /Apartment,,52.2498076,-7.1098995,street_address,202002
2019-11-29,"45 ELM GROVE, GORT AN OIR, CASTLEMARTYR",,Cork,125529.28,No,No,Second-Hand Dwelling house /Apartment,,51.9141159,-8.0501984,street_address,201911
2015-4-9,"80 BEECH PARK RD, FOXROCK, DUBLIN 18",Dublin 18,Dublin,655000,No,No,Second-Hand Dwelling house /Apartment,,53.2737777,-6.1709538,street_address,201504
2016-11-8,"12 SYLVAN CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,297000,No,No,Second-Hand Dwelling house /Apartment,,53.3040708,-6.3668706,street_address,201611
2018-10-12,"APT 44, ABBEYLANDS, MULLINGAR",,Westmeath,101000,Yes,No,Second-Hand Dwelling house /Apartment,,53.5307777,-7.3519008,street_address,201810
2013-10-18,"17 Cruagh Rise, Cruagh Manor, Stepaside",Dublin 18,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,,53.2514089,-6.2040809,street_address,201310
2014-8-12,"17 MOONVOY VALLEY, TRAMORE, WATERFORD",,Waterford,138000,No,No,Second-Hand Dwelling house /Apartment,,52.1739645,-7.1550982,street_address,201408
2020-10-23,"25 Gleann na Mona, Ballymoneen Road, Knocknacarra",,Galway,312775.33,No,Yes,New Dwelling house /Apartment,,53.2666687,-9.118604,establishment-point_of_interest,202010
2016-8-29,"CNOC MUIRE, 3 ASHDALE PARK, SOUTH DOUGLAS RD",,Cork,396000,No,No,Second-Hand Dwelling house /Apartment,,51.8829172,-8.4534519,premise,201608
2017-6-28,"WOODLANDS, ATHGOE, NEWCASTLE",Dublin 22,Dublin,745000,No,No,Second-Hand Dwelling house /Apartment,,53.287557,-6.5163908,route,201706
2015-9-22,"GREENWOOD, WHITEROCK HILL, WEXFORD",,Wexford,189000,No,No,Second-Hand Dwelling house /Apartment,,52.3283425,-6.4715394,premise,201509
2015-1-31,"6 OLD FARM, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,,53.3761683,-6.393027,premise,201501
2020-7-20,"40 WOODVALE, CARRICKMACROSS, MONAGHAN",,Monaghan,190000,No,No,Second-Hand Dwelling house /Apartment,,53.9703407,-6.7245701,street_address,202007
2019-4-16,"LARAGH, BALLYBAY, CO MONAGHAN",,Monaghan,150000,No,No,Second-Hand Dwelling house /Apartment,,54.1169372,-6.8832214,neighborhood-political,201904
2020-2-25,"1 ELMORE LAWNS, OMEATH, LOUTH",,Louth,182000,No,No,Second-Hand Dwelling house /Apartment,,54.0857279,-6.2604236,street_address,202002
2017-4-10,"LINDEN LEA, PAINESTOWN, DROGHEDA",,Meath,625000,No,No,Second-Hand Dwelling house /Apartment,,53.6969017,-6.3109015,neighborhood-political,201704
2017-12-21,"6 SULLIVANS LANE, OFF BARRACK STREET, CORK CITY",,Cork,71500,No,No,Second-Hand Dwelling house /Apartment,,51.8928559,-8.4788493,street_address,201712
2018-9-14,"THE RATH, KILMORE, KILCOCK",,Meath,130000,No,No,Second-Hand Dwelling house /Apartment,,53.4535736,-6.6509285,premise,201809
2010-10-6,"31 Gleann na Ri, Druid Valley, Cabinteely",,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,,53.2460323,-6.1428016,street_address,201010
2018-12-20,"12 CREMORNE, TEMPLE PARK, DARTRY DUBLIN 6",Dublin 6,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,,53.3098138,-6.2534904,establishment-point_of_interest,201812
2019-12-2,"5 TEELING GROVE, TUBBERCURRY, SLIGO",,Sligo,115000,No,No,Second-Hand Dwelling house /Apartment,,54.0511388,-8.7313932,street_address,201912
2015-10-12,"230 PALACE FIELDS, TUAM, COUNTY GALWAY",,Galway,108370.04,No,No,Second-Hand Dwelling house /Apartment,,53.5220336,-8.8473582,street_address,201510
2016-7-19,"SALEEN, MIDLETON, CORK",,Cork,112500,No,No,Second-Hand Dwelling house /Apartment,,51.9143321,-8.1726276,locality-political,201607
2018-4-1,"NO 26 LAKESDIE WALK, NORTH ROAD, MONAGHAN",,Monaghan,76500,No,No,Second-Hand Dwelling house /Apartment,,54.24906,-6.970674,establishment-point_of_interest,201804
2016-10-27,"14 Hampton Gardens Drive, Balbriggan, Co. Dublin",,Dublin,210000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.6081388,-6.2011269,street_address,201610
2015-2-13,"18 RATHSTEWART CRESCENT, ATHY, KILDARE",,Kildare,80000,No,No,Second-Hand Dwelling house /Apartment,,52.9988974,-6.9888796,street_address,201502
2015-9-2,"BLACKMOOR, DONARD, WICKLOW",,Wicklow,60000,No,No,Second-Hand Dwelling house /Apartment,,53.0222351,-6.6130978,locality-political,201509
2019-9-17,"50 LAWNSDALE, NAVENNY, BALLYBOFEY",,Donegal,120000,No,No,Second-Hand Dwelling house /Apartment,,54.7902089,-7.7776478,street_address,201909
2012-10-19,"68 Tegan Court, Mucklagh",,Offaly,200000,No,No,Second-Hand Dwelling house /Apartment,,53.2463859,-7.5526332,street_address,201210
2019-10-15,"35 HAMPTON WOODS, BALBRIGGAN, DUBLIN",,Dublin,254000,No,No,Second-Hand Dwelling house /Apartment,,53.6140389,-6.1978229,street_address,201910
2013-9-25,"34 Belmont Lawn, Stillorgan Road, Blackrock",,Dublin,470000,No,No,Second-Hand Dwelling house /Apartment,,53.2828806,-6.1862924,street_address,201309
2018-10-10,"31 COPPINGER GLADE, STILLORGAN, DUBLIN",,Dublin,581555,No,No,Second-Hand Dwelling house /Apartment,,53.2877401,-6.1858528,street_address,201810
2013-12-18,"TULLIG ROAD, WHITECHURCH, CORK",,Cork,130000,No,No,Second-Hand Dwelling house /Apartment,,51.9813963,-8.5540143,route,201312
2017-8-6,"PINEHILL, CLASHBREDANE, KILMICHAEL",,Cork,211000,No,No,Second-Hand Dwelling house /Apartment,,51.8085233,-9.026631,neighborhood-political,201708
2021-8-1,"46 MARLTON HALL, MARLTON ROAD, WICKLOW",,Wicklow,427500,No,No,Second-Hand Dwelling house /Apartment,,52.9795072,-6.0622564,street_address,202108
2018-11-29,"32 GALTRIM GRANGE, BROOMFILED RD MALAHIDE, DUBLIN",,Dublin,352500,No,No,Second-Hand Dwelling house /Apartment,,53.4376391,-6.1545406,street_address,201811
2019-6-13,"REENACAPPUL, AHAKISTA, DURRUS",,Cork,240000,No,No,Second-Hand Dwelling house /Apartment,,51.5999082,-9.6321826,locality-political,201906
2017-12-14,"CROI OG, 46 RATHBAWN RD, CASTLEBAR",,Mayo,185000,No,No,Second-Hand Dwelling house /Apartment,,53.8626595,-9.3025663,premise,201712
2018-9-1,"60 DELMARE, ENFIELD, MEATH",,Meath,257500,No,No,Second-Hand Dwelling house /Apartment,,53.4142026,-6.8296541,locality-political,201809
2018-2-23,"7 TEMPLE COURT, MOUNT SAINT ANNES, MILLTOWN",,Dublin,431718,No,No,Second-Hand Dwelling house /Apartment,,53.3139984,-6.2504575,political-sublocality-sublocality_level_1,201802
2021-10-26,"15 Cois Na Curra, Lisgoold, Cork",,Cork,255506,No,Yes,New Dwelling house /Apartment,,51.9732386,-8.2154305,street_address,202110
2018-6-11,"51 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN",Dublin 11,Dublin,196881,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.4052817,-6.2807389,street_address,201806
2021-12-3,"40 ST AIDANS CRESCENT, WEXFORD",,Wexford,138500,No,No,Second-Hand Dwelling house /Apartment,,52.330363,-6.4682937,street_address,202112
2020-5-3,"173 THE SCYAMORES, EDENDERRY, OFFALY",,Offaly,160000,No,No,Second-Hand Dwelling house /Apartment,,53.3338504,-7.0597061,street_address,202005
2017-2-27,"5 THORNLEIGH, RUSH, DUBLIN",,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,,53.5232714,-6.0898934,street_address,201702
2017-9-21,"10 ELSINORE HEIGHTS, MIDLETON, CORK",,Cork,225000,No,No,Second-Hand Dwelling house /Apartment,,51.9253618,-8.1812747,premise,201709
2017-10-20,"8 The walk, St marnocks bay, Portmarnock",,Dublin,515000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.4176873,-6.1490404,establishment-point_of_interest,201710
2014-10-14,"1 CASTLE VILLAGE AVENUE, MAYNOOTH ROAD, CELBRIDGE",,Kildare,227500,No,No,Second-Hand Dwelling house /Apartment,,53.3523972,-6.5488485,street_address,201410
2019-5-24,"55 Tullyhall Drive, Lucan",,Dublin,450000,No,Yes,New Dwelling house /Apartment,,53.3354344,-6.4391786,street_address,201905
2017-12-13,"2 LAKESIDE, OUR LADYS ISLAND, WEXFORD",,Wexford,160000,No,No,Second-Hand Dwelling house /Apartment,,52.2104825,-6.3797578,street_address,201712
2013-11-7,"Camas, Newcastle West",,Limerick,145000,No,No,Second-Hand Dwelling house /Apartment,,52.4487503,-9.0545816,locality-political,201311
2016-4-19,"GORTAVOHER, TUBBER, CO GALWAY",,Galway,195000,No,No,Second-Hand Dwelling house /Apartment,,52.9840616,-8.8831914,neighborhood-political,201604
2019-6-9,"APARTMENT 64, MELLOWES QUAY BLOCK F, 35-39 USHERS QUAY",,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,,53.3459086,-6.2799368,subpremise,201906
2013-5-14,"Sr Anthonys, Doneraile Place, Tramore",,Waterford,117500,No,No,Second-Hand Dwelling house /Apartment,,52.1602508,-7.1547357,route,201305
2017-9-25,"22 WOODBROOK ROAD, BISHOPSTOWN, CORK",,Cork,325000,No,No,Second-Hand Dwelling house /Apartment,,51.8776521,-8.5153523,street_address,201709
2016-5-19,"COOLDUVE, LISSARDA, CORK",,Cork,130000,No,No,Second-Hand Dwelling house /Apartment,,51.8368847,-8.8938166,neighborhood-political,201605
2011-6-23,"47 St. Patrick's Cottages, Rathfarnham, Dublin 14",,Dublin,224760,No,No,Second-Hand Dwelling house /Apartment,,53.2902284,-6.2828713,street_address,201106
2010-2-2,"20 Royal Canal Court, Ashtown, Dublin 15",Dublin 15,Dublin,17666.67,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3760835,-6.326178,premise,201002
2021-3-6,"32 ORCHARD HALL, DISWELLSTOWN PARK, CASTLEKNOCK",Dublin 15,Dublin,154939.89,Yes,No,Second-Hand Dwelling house /Apartment,,53.3690874,-6.3822629,establishment-point_of_interest,202103
2014-9-24,"184 MOUNT AGNES RD, UPR FAIR HILL, CORK",,Cork,100000,No,No,Second-Hand Dwelling house /Apartment,,51.9118467,-8.4892601,street_address,201409
2019-10-16,"HARRISTOWN, HAYES, NAVAN",,Meath,255000,No,No,Second-Hand Dwelling house /Apartment,,39.8539279,-89.0839704,locality-political,201910
2014-12-22,"SLIABH RADHARC, KNOCKLONG EAST, KNOCKLONG",,Limerick,45800,No,No,Second-Hand Dwelling house /Apartment,,52.4244001,-8.4026121,premise,201412
